2024-08-08 23:01:17.828256	https://www.encodeproject.org/report/?type=File&lab.title=Jesse+Engreitz%2C+Stanford&annotation_type=element+gene+regulatory+interaction+predictions&output_type=elements+reference&field=%40id&field=accession&field=dataset&field=file_type&field=derived_from&field=output_type&field=aliases&limit=all
ID	Accession	Dataset	File type	Derived from	Output type	Aliases
/files/ENCFF344WCR/	ENCFF344WCR	/annotations/ENCSR798KSQ/	bed bed3+	/files/ENCFF179NKT/	elements reference	jesse-engreitz:abc_predictions_muscle_of_back_ENCSR193LYA_DNaseOnly_candidate_elements
/files/ENCFF138BJR/	ENCFF138BJR	/annotations/ENCSR322GPY/	bed bed3+	/files/ENCFF115MZE/	elements reference	jesse-engreitz:abc_predictions_muscle_of_back_ENCSR295ELC_DNaseOnly_candidate_elements
/files/ENCFF096BYU/	ENCFF096BYU	/annotations/ENCSR793GLF/	bed bed3+	/files/ENCFF932HYM/	elements reference	jesse-engreitz:abc_predictions_muscle_of_back_ENCSR357RED_DNaseOnly_candidate_elements
/files/ENCFF217MRE/	ENCFF217MRE	/annotations/ENCSR444DKY/	bed bed3+	/files/ENCFF405BAG/,/files/ENCFF638HIX/	elements reference	jesse-engreitz:abc_predictions_cardiac_muscle_cell_ENCSR000ENJ_DNaseOnly_candidate_elements
/files/ENCFF721KLB/	ENCFF721KLB	/annotations/ENCSR651GWI/	bed bed3+	/files/ENCFF528VKG/	elements reference	jesse-engreitz:abc_predictions_naive_B_cell_ENCSR011VHK_DNaseOnly_candidate_elements
/files/ENCFF336WBV/	ENCFF336WBV	/annotations/ENCSR260SPE/	bed bed3+	/files/ENCFF796UYJ/	elements reference	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR671YPX_DNaseOnly_candidate_elements
/files/ENCFF536JAK/	ENCFF536JAK	/annotations/ENCSR982SWE/	bed bed3+	/files/ENCFF914GOI/	elements reference	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR677XGD_DNaseOnly_candidate_elements
/files/ENCFF899MWT/	ENCFF899MWT	/annotations/ENCSR792GLQ/	bed bed3+	/files/ENCFF414KKQ/	elements reference	jesse-engreitz:abc_predictions_suppressor_macrophage_ENCSR711AQM_DNaseOnly_candidate_elements
/files/ENCFF776RZS/	ENCFF776RZS	/annotations/ENCSR234XRY/	bed bed3+	/files/ENCFF860YPG/	elements reference	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR163GMC_DNaseOnly_candidate_elements
/files/ENCFF125SIY/	ENCFF125SIY	/annotations/ENCSR937VGG/	bed bed3+	/files/ENCFF734GJO/	elements reference	jesse-engreitz:abc_predictions_inflammatory_macrophage_ENCSR226JLK_DNaseOnly_candidate_elements
/files/ENCFF940OGC/	ENCFF940OGC	/annotations/ENCSR448FRN/	bed bed3+	/files/ENCFF476GGP/	elements reference	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR176BPJ_DNaseOnly_candidate_elements
/files/ENCFF355KFD/	ENCFF355KFD	/annotations/ENCSR781FMK/	bed bed3+	/files/ENCFF695BGO/	elements reference	jesse-engreitz:abc_predictions_inflammatory_macrophage_ENCSR593WXK_DNaseOnly_candidate_elements
/files/ENCFF172GKH/	ENCFF172GKH	/annotations/ENCSR228YLS/	bed bed3+	/files/ENCFF900TQP/	elements reference	jesse-engreitz:abc_predictions_naive_thymus-derived_CD4-positive__alpha-beta_T_cell_ENCSR794KUS_DNaseOnly_candidate_elements
/files/ENCFF726ZBB/	ENCFF726ZBB	/annotations/ENCSR303TRL/	bed bed3+	/files/ENCFF682STC/	elements reference	jesse-engreitz:abc_predictions_naive_thymus-derived_CD4-positive__alpha-beta_T_cell_ENCSR969QKG_DNaseOnly_candidate_elements
/files/ENCFF049ZDQ/	ENCFF049ZDQ	/annotations/ENCSR280CKF/	bed bed3+	/files/ENCFF159SUT/	elements reference	jesse-engreitz:abc_predictions_activated_CD4-positive__alpha-beta_T_cell_ENCSR516JCM_DNaseOnly_candidate_elements
/files/ENCFF782NWJ/	ENCFF782NWJ	/annotations/ENCSR096CAF/	bed bed3+	/files/ENCFF879KDW/	elements reference	jesse-engreitz:abc_predictions_activated_CD4-positive__alpha-beta_T_cell_ENCSR154NOT_DNaseOnly_candidate_elements
/files/ENCFF058EGR/	ENCFF058EGR	/annotations/ENCSR802RWP/	bed bed3+	/files/ENCFF544KYE/	elements reference	jesse-engreitz:abc_predictions_activated_CD4-positive__alpha-beta_T_cell_ENCSR768AWY_DNaseOnly_candidate_elements
/files/ENCFF447TOJ/	ENCFF447TOJ	/annotations/ENCSR226LZZ/	bed bed3+	/files/ENCFF602BQT/	elements reference	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR639VTO_DNaseOnly_candidate_elements
/files/ENCFF842ZJC/	ENCFF842ZJC	/annotations/ENCSR866VGC/	bed bed3+	/files/ENCFF989COB/	elements reference	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR646JBR_DNaseOnly_candidate_elements
/files/ENCFF252HFC/	ENCFF252HFC	/annotations/ENCSR814OFS/	bed bed3+	/files/ENCFF060GOB/	elements reference	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR496UJY_DNaseOnly_candidate_elements
/files/ENCFF931WQA/	ENCFF931WQA	/annotations/ENCSR453FXU/	bed bed3+	/files/ENCFF129MZG/	elements reference	jesse-engreitz:abc_predictions_activated_CD4-positive__alpha-beta_T_cell_ENCSR541ZOU_DNaseOnly_candidate_elements
/files/ENCFF578WVA/	ENCFF578WVA	/annotations/ENCSR489WPU/	bed bed3+	/files/ENCFF072OFG/	elements reference	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR650TZF_DNaseOnly_candidate_elements
/files/ENCFF440ZZL/	ENCFF440ZZL	/annotations/ENCSR262FQI/	bed bed3+	/files/ENCFF072YRU/	elements reference	jesse-engreitz:abc_predictions_activated_CD4-positive__alpha-beta_T_cell_ENCSR121BSW_DNaseOnly_candidate_elements
/files/ENCFF735SSA/	ENCFF735SSA	/annotations/ENCSR879LIM/	bed bed3+	/files/ENCFF440PCX/	elements reference	jesse-engreitz:abc_predictions_brain_ENCSR572LDG_DNaseOnly_candidate_elements
/files/ENCFF825OQK/	ENCFF825OQK	/annotations/ENCSR407MNO/	bed bed3+	/files/ENCFF524DMF/,/files/ENCFF818EPW/	elements reference	jesse-engreitz:abc_predictions_heart_ENCSR749BWV_DNaseOnly_candidate_elements
/files/ENCFF979PDX/	ENCFF979PDX	/annotations/ENCSR334KPM/	bed bed3+	/files/ENCFF680PST/	elements reference	jesse-engreitz:abc_predictions_tibial_nerve_ENCSR401ESD_DNaseOnly_candidate_elements
/files/ENCFF239YRQ/	ENCFF239YRQ	/annotations/ENCSR392IWG/	bed bed3+	/files/ENCFF812JQY/	elements reference	jesse-engreitz:abc_predictions_renal_pelvis_ENCSR956ZHU_DNaseOnly_candidate_elements
/files/ENCFF956YQZ/	ENCFF956YQZ	/annotations/ENCSR547BLV/	bed bed3+	/files/ENCFF988IQG/	elements reference	jesse-engreitz:abc_predictions_pancreas_ENCSR056PFI_DNaseOnly_candidate_elements
/files/ENCFF519LJM/	ENCFF519LJM	/annotations/ENCSR564FGO/	bed bed3+	/files/ENCFF608DQL/	elements reference	jesse-engreitz:abc_predictions_common_myeloid_progenitor__CD34-positive_ENCSR271QSV_DNaseOnly_candidate_elements
/files/ENCFF182PSD/	ENCFF182PSD	/annotations/ENCSR710WJK/	bed bed3+	/files/ENCFF879WIP/	elements reference	jesse-engreitz:abc_predictions_common_myeloid_progenitor__CD34-positive_ENCSR320TUJ_DNaseOnly_candidate_elements
/files/ENCFF782KME/	ENCFF782KME	/annotations/ENCSR408RPS/	bed bed3+	/files/ENCFF793FTR/	elements reference	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR729TYE_DNaseOnly_candidate_elements
/files/ENCFF220LZL/	ENCFF220LZL	/annotations/ENCSR826FTX/	bed bed3+	/files/ENCFF852ZQP/	elements reference	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR770JCP_DNaseOnly_candidate_elements
/files/ENCFF384DRG/	ENCFF384DRG	/annotations/ENCSR924FCG/	bed bed3+	/files/ENCFF984AFR/	elements reference	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR822GDF_DNaseOnly_candidate_elements
/files/ENCFF656SYH/	ENCFF656SYH	/annotations/ENCSR824NLI/	bed bed3+	/files/ENCFF975UDE/	elements reference	jesse-engreitz:abc_predictions_CD14-positive_monocyte_ENCSR000EPK_DNaseOnly_candidate_elements
/files/ENCFF975CNB/	ENCFF975CNB	/annotations/ENCSR537DDI/	bed bed3+	/files/ENCFF562HKT/	elements reference	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR652IZW_DNaseOnly_candidate_elements
/files/ENCFF499IQX/	ENCFF499IQX	/annotations/ENCSR055KKJ/	bed bed3+	/files/ENCFF879JUO/	elements reference	jesse-engreitz:abc_predictions_CD14-positive_monocyte_ENCSR674JIL_DNaseOnly_candidate_elements
/files/ENCFF448OXW/	ENCFF448OXW	/annotations/ENCSR149LPI/	bed bed3+	/files/ENCFF026AOY/	elements reference	jesse-engreitz:abc_predictions_CD14-positive_monocyte_ENCSR695AUY_DNaseOnly_candidate_elements
/files/ENCFF787THO/	ENCFF787THO	/annotations/ENCSR213XEF/	bed bed3+	/files/ENCFF335FAH/,/files/ENCFF536VIM/	elements reference	jesse-engreitz:abc_predictions_common_myeloid_progenitor__CD34-positive_ENCSR122VUW_DNaseOnly_candidate_elements
/files/ENCFF033FPN/	ENCFF033FPN	/annotations/ENCSR564ZLE/	bed bed3+	/files/ENCFF926ASP/,/files/ENCFF637XTZ/	elements reference	jesse-engreitz:abc_predictions_glomerular_endothelial_cell_ENCSR000EOM_DNaseOnly_candidate_elements
/files/ENCFF043VUL/	ENCFF043VUL	/annotations/ENCSR868VGK/	bed bed3+	/files/ENCFF931AYT/	elements reference	jesse-engreitz:abc_predictions_small_intestine_ENCSR945RWN_DNaseOnly_candidate_elements
/files/ENCFF524XVL/	ENCFF524XVL	/annotations/ENCSR921ZVQ/	bed bed3+	/files/ENCFF603NEN/	elements reference	jesse-engreitz:abc_predictions_suppressor_macrophage_ENCSR011VJK_DNaseOnly_candidate_elements
/files/ENCFF329MEY/	ENCFF329MEY	/annotations/ENCSR631IZW/	bed bed3+	/files/ENCFF829OIX/	elements reference	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR116UQH_DNaseOnly_candidate_elements
/files/ENCFF729OYK/	ENCFF729OYK	/annotations/ENCSR228RAU/	bed bed3+	/files/ENCFF731UJO/	elements reference	jesse-engreitz:abc_predictions_memory_B_cell_ENCSR229BGG_DNaseOnly_candidate_elements
/files/ENCFF252UXA/	ENCFF252UXA	/annotations/ENCSR902QZT/	bed bed3+	/files/ENCFF344LQP/	elements reference	jesse-engreitz:abc_predictions_naive_thymus-derived_CD4-positive__alpha-beta_T_cell_ENCSR000EML_DNaseOnly_candidate_elements
/files/ENCFF708DSC/	ENCFF708DSC	/annotations/ENCSR602ONM/	bed bed3+	/files/ENCFF216KVD/	elements reference	jesse-engreitz:abc_predictions_naive_thymus-derived_CD4-positive__alpha-beta_T_cell_ENCSR000EMM_DNaseOnly_candidate_elements
/files/ENCFF729ENQ/	ENCFF729ENQ	/annotations/ENCSR947DQU/	bed bed3+	/files/ENCFF471JQT/,/files/ENCFF380VRF/	elements reference	jesse-engreitz:abc_predictions_suppressor_macrophage_ENCSR367FKP_DNaseOnly_candidate_elements
/files/ENCFF353LGM/	ENCFF353LGM	/annotations/ENCSR885UEE/	bed bed3+	/files/ENCFF249XTT/	elements reference	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR233DFT_DNaseOnly_candidate_elements
/files/ENCFF094WUL/	ENCFF094WUL	/annotations/ENCSR010JRN/	bed bed3+	/files/ENCFF226FYG/	elements reference	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR085XKS_DNaseOnly_candidate_elements
/files/ENCFF422PAL/	ENCFF422PAL	/annotations/ENCSR518GIW/	bed bed3+	/files/ENCFF688ECY/	elements reference	jesse-engreitz:abc_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR328UMC_DNaseOnly_candidate_elements
/files/ENCFF585VHY/	ENCFF585VHY	/annotations/ENCSR209KSA/	bed bed3+	/files/ENCFF797DNO/	elements reference	jesse-engreitz:abc_predictions_suppressor_macrophage_ENCSR371CCL_DNaseOnly_candidate_elements
/files/ENCFF258MUH/	ENCFF258MUH	/annotations/ENCSR449PQD/	bed bed3+	/files/ENCFF221ZUJ/	elements reference	jesse-engreitz:abc_predictions_kidney_ENCSR437KLY_DNaseOnly_candidate_elements
/files/ENCFF667EMX/	ENCFF667EMX	/annotations/ENCSR439PQS/	bed bed3+	/files/ENCFF576UYI/	elements reference	jesse-engreitz:abc_predictions_kidney_ENCSR499PZA_DNaseOnly_candidate_elements
/files/ENCFF744THG/	ENCFF744THG	/annotations/ENCSR098TOK/	bed bed3+	/files/ENCFF954CKW/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR167JFX_DNaseOnly_candidate_elements
/files/ENCFF763KND/	ENCFF763KND	/annotations/ENCSR990BBN/	bed bed3+	/files/ENCFF595HKX/	elements reference	jesse-engreitz:abc_predictions_kidney_ENCSR645GJD_DNaseOnly_candidate_elements
/files/ENCFF466QYS/	ENCFF466QYS	/annotations/ENCSR270YRH/	bed bed3+	/files/ENCFF801OPL/	elements reference	jesse-engreitz:abc_predictions_kidney_ENCSR757EPJ_DNaseOnly_candidate_elements
/files/ENCFF633SQS/	ENCFF633SQS	/annotations/ENCSR893SPO/	bed bed3+	/files/ENCFF627OTT/	elements reference	jesse-engreitz:abc_predictions_kidney_ENCSR774RCO_DNaseOnly_candidate_elements
/files/ENCFF701BJR/	ENCFF701BJR	/annotations/ENCSR644AAX/	bed bed3+	/files/ENCFF968QXD/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR314IOV_DNaseOnly_candidate_elements
/files/ENCFF713BTQ/	ENCFF713BTQ	/annotations/ENCSR911MJV/	bed bed3+	/files/ENCFF292CZL/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR366KPR_DNaseOnly_candidate_elements
/files/ENCFF593NYP/	ENCFF593NYP	/annotations/ENCSR122SNI/	bed bed3+	/files/ENCFF899RNY/,/files/ENCFF168BUH/	elements reference	jesse-engreitz:abc_predictions_kidney_ENCSR873ANE_DNaseOnly_candidate_elements
/files/ENCFF044GRE/	ENCFF044GRE	/annotations/ENCSR137SNV/	bed bed3+	/files/ENCFF920ZYW/	elements reference	jesse-engreitz:abc_predictions_kidney_ENCSR953JVX_DNaseOnly_candidate_elements
/files/ENCFF617KAA/	ENCFF617KAA	/annotations/ENCSR833QDW/	bed bed3+	/files/ENCFF502CST/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR389BWT_DNaseOnly_candidate_elements
/files/ENCFF753EBX/	ENCFF753EBX	/annotations/ENCSR703QVQ/	bed bed3+	/files/ENCFF859NRU/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR697FME_DNaseOnly_candidate_elements
/files/ENCFF060JUY/	ENCFF060JUY	/annotations/ENCSR389LJB/	bed bed3+	/files/ENCFF673DMO/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR769OIG_DNaseOnly_candidate_elements
/files/ENCFF584QSZ/	ENCFF584QSZ	/annotations/ENCSR839UMH/	bed bed3+	/files/ENCFF585SDX/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR126EVX_DNaseOnly_candidate_elements
/files/ENCFF901VSH/	ENCFF901VSH	/annotations/ENCSR690NZD/	bed bed3+	/files/ENCFF707NWW/	elements reference	jesse-engreitz:abc_predictions_small_intestine_ENCSR860NDZ_DNaseOnly_candidate_elements
/files/ENCFF738QYK/	ENCFF738QYK	/annotations/ENCSR157TAN/	bed bed3+	/files/ENCFF010BRO/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR643GHI_DNaseOnly_candidate_elements
/files/ENCFF321PMF/	ENCFF321PMF	/annotations/ENCSR910TKY/	bed bed3+	/files/ENCFF396OVR/	elements reference	jesse-engreitz:abc_predictions_right_lung_ENCSR441MMO_DNaseOnly_candidate_elements
/files/ENCFF995GRX/	ENCFF995GRX	/annotations/ENCSR894VXU/	bed bed3+	/files/ENCFF845RAP/	elements reference	jesse-engreitz:abc_predictions_adrenal_gland_ENCSR060BFU_DNaseOnly_candidate_elements
/files/ENCFF658YGI/	ENCFF658YGI	/annotations/ENCSR438SHX/	bed bed3+	/files/ENCFF078AUZ/	elements reference	jesse-engreitz:abc_predictions_naive_B_cell_ENCSR480SNC_DNaseOnly_candidate_elements
/files/ENCFF499AEX/	ENCFF499AEX	/annotations/ENCSR852QIV/	bed bed3+	/files/ENCFF131MPK/	elements reference	jesse-engreitz:abc_predictions_naive_B_cell_ENCSR796PIM_DNaseOnly_candidate_elements
/files/ENCFF323DLN/	ENCFF323DLN	/annotations/ENCSR868NGB/	bed bed3+	/files/ENCFF609IPF/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__CD25-positive__alpha-beta_regulatory_T_cell_ENCSR000EQJ_DNaseOnly_candidate_elements
/files/ENCFF976YJM/	ENCFF976YJM	/annotations/ENCSR653XRR/	bed bed3+	/files/ENCFF208SNA/	elements reference	jesse-engreitz:abc_predictions_adrenal_gland_ENCSR458AOS_DNaseOnly_candidate_elements
/files/ENCFF967IWL/	ENCFF967IWL	/annotations/ENCSR826XVD/	bed bed3+	/files/ENCFF011IXU/	elements reference	jesse-engreitz:abc_predictions_adrenal_gland_ENCSR597NVK_DNaseOnly_candidate_elements
/files/ENCFF692LEO/	ENCFF692LEO	/annotations/ENCSR179VWV/	bed bed3+	/files/ENCFF725SKI/	elements reference	jesse-engreitz:abc_predictions_thymus_ENCSR888UPQ_DNaseOnly_candidate_elements
/files/ENCFF327QKO/	ENCFF327QKO	/annotations/ENCSR748QYZ/	bed bed3+	/files/ENCFF222PSK/	elements reference	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR010SZN_DNaseOnly_candidate_elements
/files/ENCFF493WMJ/	ENCFF493WMJ	/annotations/ENCSR297MJS/	bed bed3+	/files/ENCFF836PAN/	elements reference	jesse-engreitz:abc_predictions_adrenal_gland_ENCSR728BAD_DNaseOnly_candidate_elements
/files/ENCFF125DSJ/	ENCFF125DSJ	/annotations/ENCSR410WMX/	bed bed3+	/files/ENCFF463GFS/	elements reference	jesse-engreitz:abc_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR115YPI_DNaseOnly_candidate_elements
/files/ENCFF478DPL/	ENCFF478DPL	/annotations/ENCSR145FXK/	bed bed3+	/files/ENCFF452UFZ/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__CD25-positive__alpha-beta_regulatory_T_cell_ENCSR000EQK_DNaseOnly_candidate_elements
/files/ENCFF467HMF/	ENCFF467HMF	/annotations/ENCSR312XZE/	bed bed3+	/files/ENCFF619BOF/	elements reference	jesse-engreitz:abc_predictions_thymus_ENCSR164PQJ_DNaseOnly_candidate_elements
/files/ENCFF340JCA/	ENCFF340JCA	/annotations/ENCSR781CUF/	bed bed3+	/files/ENCFF931TGW/	elements reference	jesse-engreitz:abc_predictions_thymus_ENCSR838IPF_DNaseOnly_candidate_elements
/files/ENCFF641IBT/	ENCFF641IBT	/annotations/ENCSR918QUD/	bed bed3+	/files/ENCFF527YEA/,/files/ENCFF608WXB/	elements reference	jesse-engreitz:abc_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR148VUP_DNaseOnly_candidate_elements
/files/ENCFF551CRL/	ENCFF551CRL	/annotations/ENCSR411LYI/	bed bed3+	/files/ENCFF904FRI/	elements reference	jesse-engreitz:abc_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR000EMK_DNaseOnly_candidate_elements
/files/ENCFF389REU/	ENCFF389REU	/annotations/ENCSR179TLM/	bed bed3+	/files/ENCFF874YSD/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR567IWT_DNaseOnly_candidate_elements
/files/ENCFF672ISU/	ENCFF672ISU	/annotations/ENCSR126NWL/	bed bed3+	/files/ENCFF455ILF/	elements reference	jesse-engreitz:abc_predictions_right_lung_ENCSR445XYW_DNaseOnly_candidate_elements
/files/ENCFF326WRI/	ENCFF326WRI	/annotations/ENCSR878UQN/	bed bed3+	/files/ENCFF182LTQ/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR683QJJ_DNaseOnly_candidate_elements
/files/ENCFF533RSZ/	ENCFF533RSZ	/annotations/ENCSR870CRW/	bed bed3+	/files/ENCFF547EAP/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR824YLD_DNaseOnly_candidate_elements
/files/ENCFF087EWE/	ENCFF087EWE	/annotations/ENCSR730WBL/	bed bed3+	/files/ENCFF565RJQ/	elements reference	jesse-engreitz:abc_predictions_CD8-positive__alpha-beta_T_cell_ENCSR020LUD_DNaseOnly_candidate_elements
/files/ENCFF500XXA/	ENCFF500XXA	/annotations/ENCSR152ELC/	bed bed3+	/files/ENCFF166JAS/	elements reference	jesse-engreitz:abc_predictions_left_lung_ENCSR488PHT_DNaseOnly_candidate_elements
/files/ENCFF279VZE/	ENCFF279VZE	/annotations/ENCSR801DBI/	bed bed3+	/files/ENCFF429TAJ/	elements reference	jesse-engreitz:abc_predictions_CD8-positive__alpha-beta_T_cell_ENCSR937NLH_DNaseOnly_candidate_elements
/files/ENCFF549QBV/	ENCFF549QBV	/annotations/ENCSR704MSU/	bed bed3+	/files/ENCFF155GFU/	elements reference	jesse-engreitz:abc_predictions_CD8-positive__alpha-beta_T_cell_ENCSR946BPA_DNaseOnly_candidate_elements
/files/ENCFF409PLZ/	ENCFF409PLZ	/annotations/ENCSR257WRU/	bed bed3+	/files/ENCFF824XID/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR832IQN_DNaseOnly_candidate_elements
/files/ENCFF948DWW/	ENCFF948DWW	/annotations/ENCSR156ZPA/	bed bed3+	/files/ENCFF884KLV/	elements reference	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR904GDU_DNaseOnly_candidate_elements
/files/ENCFF653NYX/	ENCFF653NYX	/annotations/ENCSR742EQG/	bed bed3+	/files/ENCFF472CKP/	elements reference	jesse-engreitz:abc_predictions_spinal_cord_ENCSR678PDD_DNaseOnly_candidate_elements
/files/ENCFF168UNG/	ENCFF168UNG	/annotations/ENCSR776SMW/	bed bed3+	/files/ENCFF409IYA/	elements reference	jesse-engreitz:abc_predictions_CD8-positive__alpha-beta_T_cell_ENCSR984HIY_DNaseOnly_candidate_elements
/files/ENCFF461VGS/	ENCFF461VGS	/annotations/ENCSR912FSG/	bed bed3+	/files/ENCFF475JUX/	elements reference	jesse-engreitz:abc_predictions_CD8-positive__alpha-beta_T_cell_ENCSR744UQK_DNaseOnly_candidate_elements
/files/ENCFF986EUW/	ENCFF986EUW	/annotations/ENCSR145OHU/	bed bed3+	/files/ENCFF900QUT/	elements reference	jesse-engreitz:abc_predictions_left_lung_ENCSR541AVF_DNaseOnly_candidate_elements
/files/ENCFF225YPR/	ENCFF225YPR	/annotations/ENCSR335FGV/	bed bed3+	/files/ENCFF396JLE/	elements reference	jesse-engreitz:abc_predictions_ascending_aorta_ENCSR422IIZ_DNaseOnly_candidate_elements
/files/ENCFF093HHQ/	ENCFF093HHQ	/annotations/ENCSR636ITL/	bed bed3+	/files/ENCFF361GMH/	elements reference	jesse-engreitz:abc_predictions_ascending_aorta_ENCSR968TPO_DNaseOnly_candidate_elements
/files/ENCFF056JPK/	ENCFF056JPK	/annotations/ENCSR194ANX/	bed bed3+	/files/ENCFF293MVC/	elements reference	jesse-engreitz:abc_predictions_T-cell_ENCSR198UKY_DNaseOnly_candidate_elements
/files/ENCFF393VPM/	ENCFF393VPM	/annotations/ENCSR474TRO/	bed bed3+	/files/ENCFF727ZRD/	elements reference	jesse-engreitz:abc_predictions_T-cell_ENCSR270JQK_DNaseOnly_candidate_elements
/files/ENCFF706VBF/	ENCFF706VBF	/annotations/ENCSR646ZSJ/	bed bed3+	/files/ENCFF820COE/	elements reference	jesse-engreitz:abc_predictions_muscle_of_arm_ENCSR303YII_DNaseOnly_candidate_elements
/files/ENCFF537IVB/	ENCFF537IVB	/annotations/ENCSR422YYH/	bed bed3+	/files/ENCFF728ZLL/	elements reference	jesse-engreitz:abc_predictions_T-cell_ENCSR290NGL_DNaseOnly_candidate_elements
/files/ENCFF739SQO/	ENCFF739SQO	/annotations/ENCSR535WSZ/	bed bed3+	/files/ENCFF859KPZ/	elements reference	jesse-engreitz:abc_predictions_muscle_of_arm_ENCSR452EGE_DNaseOnly_candidate_elements
/files/ENCFF311RRN/	ENCFF311RRN	/annotations/ENCSR641SJQ/	bed bed3+	/files/ENCFF533IND/	elements reference	jesse-engreitz:abc_predictions_muscle_of_leg_ENCSR294QCR_DNaseOnly_candidate_elements
/files/ENCFF258AGQ/	ENCFF258AGQ	/annotations/ENCSR230VIR/	bed bed3+	/files/ENCFF159SCX/	elements reference	jesse-engreitz:abc_predictions_muscle_of_arm_ENCSR517NHP_DNaseOnly_candidate_elements
/files/ENCFF316JGZ/	ENCFF316JGZ	/annotations/ENCSR257XOE/	bed bed3+	/files/ENCFF764XZE/	elements reference	jesse-engreitz:abc_predictions_ovary_ENCSR138UGH_DNaseOnly_candidate_elements
/files/ENCFF138LLL/	ENCFF138LLL	/annotations/ENCSR079YSS/	bed bed3+	/files/ENCFF180HNU/	elements reference	jesse-engreitz:abc_predictions_ovary_ENCSR330ZBO_DNaseOnly_candidate_elements
/files/ENCFF276GYK/	ENCFF276GYK	/annotations/ENCSR554HIP/	bed bed3+	/files/ENCFF072TVW/	elements reference	jesse-engreitz:abc_predictions_ovary_ENCSR930PDT_DNaseOnly_candidate_elements
/files/ENCFF195SCK/	ENCFF195SCK	/annotations/ENCSR704MUC/	bed bed3+	/files/ENCFF483QWV/	elements reference	jesse-engreitz:abc_predictions_heart_ENCSR392GCE_DNaseOnly_candidate_elements
/files/ENCFF219ROU/	ENCFF219ROU	/annotations/ENCSR320OYG/	bed bed3+	/files/ENCFF635OZL/	elements reference	jesse-engreitz:abc_predictions_Peyers_patch_ENCSR261RWJ_DNaseOnly_candidate_elements
/files/ENCFF460AGX/	ENCFF460AGX	/annotations/ENCSR229MIT/	bed bed3+	/files/ENCFF484DQZ/	elements reference	jesse-engreitz:abc_predictions_Peyers_patch_ENCSR954AJK_DNaseOnly_candidate_elements
/files/ENCFF665FJL/	ENCFF665FJL	/annotations/ENCSR957VNY/	bed bed3+	/files/ENCFF531YYI/	elements reference	jesse-engreitz:abc_predictions_sigmoid_colon_ENCSR276ITP_DNaseOnly_candidate_elements
/files/ENCFF843UOL/	ENCFF843UOL	/annotations/ENCSR794LUD/	bed bed3+	/files/ENCFF855BHV/	elements reference	jesse-engreitz:abc_predictions_body_of_pancreas_ENCSR539WBA_DNaseOnly_candidate_elements
/files/ENCFF348AFB/	ENCFF348AFB	/annotations/ENCSR437EQQ/	bed bed3+	/files/ENCFF728KAJ/	elements reference	jesse-engreitz:abc_predictions_heart_ENCSR536NGW_DNaseOnly_candidate_elements
