Sample	Biosample term name	Biosample term id	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	DNase Experiment accession	DNase Experiment date released	DNase Lab	DNase Donor(s)	DNase File accession	DNase Output type	DNase Run type	ENCODE-rE2G v1	Default Sample	full_predictions_path	thresholded_bedpe_path	thresholded_bigInteract_path	thresholded_predictions_path	full_predictions_mitra	thresholded_bedpe_mitra	thresholded_bigInteract_mitra	thresholded_predictions_mitra	full_predictions_synapse	thresholded_predictions_synapse	thresholded_bedpe_synapse	thresholded_bigInteract_synapse	dnase_bigwig_url
germinal_center_ENCSR000EIZ	germinal center	UBERON:0010754	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EIZ	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO187AAA/	ENCFF312VPD	unfiltered alignments	single-ended	TRUE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_germinal_center_ENCSR000EIZ_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_germinal_center_ENCSR000EIZ_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_germinal_center_ENCSR000EIZ_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_germinal_center_ENCSR000EIZ_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_germinal_center_ENCSR000EIZ_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_germinal_center_ENCSR000EIZ_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_germinal_center_ENCSR000EIZ_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_germinal_center_ENCSR000EIZ_thresholded_predictions.tsv.gz	syn55182625	syn55182618	syn55182620	syn55182617	https://www.encodeproject.org/files/ENCFF435JDA/@@download/ENCFF435JDA.bigWig
globus_pallidus_ENCSR771DAX	globus pallidus	UBERON:0001875	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR771DAX	2015-09-14	John Stamatoyannopoulos, UW	/human-donors/ENCDO240JUB/, /human-donors/ENCDO317XRR/	ENCFF627FWW, ENCFF686XUA	unfiltered alignments, unfiltered alignments	paired-ended & single-ended, paired-ended & single-ended	TRUE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_globus_pallidus_ENCSR771DAX_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_globus_pallidus_ENCSR771DAX_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_globus_pallidus_ENCSR771DAX_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_globus_pallidus_ENCSR771DAX_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_globus_pallidus_ENCSR771DAX_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_globus_pallidus_ENCSR771DAX_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_globus_pallidus_ENCSR771DAX_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_globus_pallidus_ENCSR771DAX_thresholded_predictions.tsv.gz	syn55180496	syn55180491	syn55180493	syn55180490	https://www.encodeproject.org/files/ENCFF058QYM/@@download/ENCFF058QYM.bigWig
glomerular_endothelial_cell_ENCSR000EOM	glomerular endothelial cell	CL:0002188	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOM	2011-05-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO248AAA/	ENCFF926ASP, ENCFF637XTZ	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_glomerular_endothelial_cell_ENCSR000EOM_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_glomerular_endothelial_cell_ENCSR000EOM_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_glomerular_endothelial_cell_ENCSR000EOM_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_glomerular_endothelial_cell_ENCSR000EOM_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_glomerular_endothelial_cell_ENCSR000EOM_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_glomerular_endothelial_cell_ENCSR000EOM_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_glomerular_endothelial_cell_ENCSR000EOM_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_glomerular_endothelial_cell_ENCSR000EOM_thresholded_predictions.tsv.gz	syn55177307	syn55177301	syn55177302	syn55177300	https://www.encodeproject.org/files/ENCFF604KPL/@@download/ENCFF604KPL.bigWig
glomerular_visceral_epithelial_cell_ENCSR785BDQ	glomerular visceral epithelial cell	CL:0000653	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR785BDQ	2016-05-11	John Stamatoyannopoulos, UW	/human-donors/ENCDO879VOF/	ENCFF766MCS, ENCFF125KLI	alignments, alignments	paired-ended, paired-ended	TRUE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_glomerular_visceral_epithelial_cell_ENCSR785BDQ_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_glomerular_visceral_epithelial_cell_ENCSR785BDQ_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_glomerular_visceral_epithelial_cell_ENCSR785BDQ_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_glomerular_visceral_epithelial_cell_ENCSR785BDQ_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_glomerular_visceral_epithelial_cell_ENCSR785BDQ_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_glomerular_visceral_epithelial_cell_ENCSR785BDQ_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_glomerular_visceral_epithelial_cell_ENCSR785BDQ_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_glomerular_visceral_epithelial_cell_ENCSR785BDQ_thresholded_predictions.tsv.gz	syn55176511	syn55176504	syn55176507	syn55176503	https://www.encodeproject.org/files/ENCFF687AAQ/@@download/ENCFF687AAQ.bigWig
glutamatergic_neuron_ENCSR109RIQ	glutamatergic neuron	CL:0000679	in vitro differentiated cells	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR109RIQ	2022-02-25	John Stamatoyannopoulos, UW	/human-donors/ENCDO336AAA/	ENCFF925BZO, ENCFF647NQR	alignments, alignments	paired-ended, paired-ended	FALSE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_glutamatergic_neuron_ENCSR109RIQ_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_glutamatergic_neuron_ENCSR109RIQ_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_glutamatergic_neuron_ENCSR109RIQ_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_glutamatergic_neuron_ENCSR109RIQ_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_glutamatergic_neuron_ENCSR109RIQ_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_glutamatergic_neuron_ENCSR109RIQ_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_glutamatergic_neuron_ENCSR109RIQ_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_glutamatergic_neuron_ENCSR109RIQ_thresholded_predictions.tsv.gz	syn55176515	syn55176510	syn55176512	syn55176508	https://www.encodeproject.org/files/ENCFF012COT/@@download/ENCFF012COT.bigWig
head_of_caudate_nucleus_ENCSR042DVU	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR042DVU	2021-08-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO907CMO/	ENCFF605RHF	alignments	paired-ended	TRUE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR042DVU_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR042DVU_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR042DVU_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR042DVU_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR042DVU_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR042DVU_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR042DVU_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR042DVU_thresholded_predictions.tsv.gz	syn55181391	syn55181385	syn55181387	syn55181384	https://www.encodeproject.org/files/ENCFF978OBK/@@download/ENCFF978OBK.bigWig
head_of_caudate_nucleus_ENCSR511PFY	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR511PFY	2021-08-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO287LNQ/	ENCFF832SMZ	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR511PFY_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR511PFY_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR511PFY_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR511PFY_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR511PFY_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR511PFY_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR511PFY_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR511PFY_thresholded_predictions.tsv.gz	syn55181574	syn55181569	syn55181571	syn55181568	https://www.encodeproject.org/files/ENCFF687KZW/@@download/ENCFF687KZW.bigWig
head_of_caudate_nucleus_ENCSR002IHL	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR002IHL	2021-06-17	John Stamatoyannopoulos, UW	/human-donors/ENCDO161NAR/	ENCFF582DHJ	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR002IHL_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR002IHL_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR002IHL_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR002IHL_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR002IHL_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR002IHL_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR002IHL_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR002IHL_thresholded_predictions.tsv.gz	syn55181377	syn55181371	syn55181373	syn55181370	https://www.encodeproject.org/files/ENCFF505HNJ/@@download/ENCFF505HNJ.bigWig
head_of_caudate_nucleus_ENCSR010SZN	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR010SZN	2021-06-17	John Stamatoyannopoulos, UW	/human-donors/ENCDO093CLS/	ENCFF222PSK	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR010SZN_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR010SZN_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR010SZN_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR010SZN_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR010SZN_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR010SZN_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR010SZN_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR010SZN_thresholded_predictions.tsv.gz	syn55181382	syn55181375	syn55181376	syn55181374	https://www.encodeproject.org/files/ENCFF441JLG/@@download/ENCFF441JLG.bigWig
head_of_caudate_nucleus_ENCSR024BXN	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR024BXN	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO377QXX/	ENCFF190PTP	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR024BXN_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR024BXN_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR024BXN_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR024BXN_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR024BXN_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR024BXN_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR024BXN_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR024BXN_thresholded_predictions.tsv.gz	syn55181386	syn55181381	syn55181383	syn55181379	https://www.encodeproject.org/files/ENCFF153ZPN/@@download/ENCFF153ZPN.bigWig
head_of_caudate_nucleus_ENCSR057GPV	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR057GPV	2021-01-11	John Stamatoyannopoulos, UW	/human-donors/ENCDO880FAU/	ENCFF733XEA	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR057GPV_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR057GPV_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR057GPV_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR057GPV_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR057GPV_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR057GPV_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR057GPV_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR057GPV_thresholded_predictions.tsv.gz	syn55181396	syn55181390	syn55181392	syn55181389	https://www.encodeproject.org/files/ENCFF232XXP/@@download/ENCFF232XXP.bigWig
